movieId,title,overview,genres,keywords,releaseDate,voteAverage,voteCount,posterPath,director,runtime,cast
34152,Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.","[35, 18]","black people, 1970s, jazz musician, straßenkids, dysfunctional family, independent film, teacher, urban, parenthood",1994-05-13,6.7,31.0,/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,Spike Lee,115,"Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris, Carlton Williams"
9495,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.","[14, 28, 53]","halloween, arson, detroit",1994-05-11,7.3,980.0,/rMMB3v6jYHjsvXRNJYESacoTD7j.jpg,Alex Proyas,102,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling"
29973,Cobb,"Al Stump is a famous sports-writer chosen by Ty Cobb to co-write his official, authorized 'autobiography' before his death. Cobb, widely feared and despised, feels misunderstood and wants to set the record straight about 'the greatest ball-player ever,' in his words.",[18],"baseball, sport, historical figure",1994-12-02,6.1,29.0,/clOqh9is8vWZvX6AUjF4HtLdQMj.jpg,Ron Shelton,128,"Tommy Lee Jones, Robert Wuhl, Lolita Davidovich, Ned Bellamy"
888,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,"[14, 35, 10751]","manager, jealousy, bad mother-in-law, adoption, family's daily life, stone age, plan, friendship, best friend, dinosaur",1994-05-26,5.0,559.0,/k7gkf5Wa8YZ9iyEOylBMfw9pnkp.jpg,Brian Levant,91,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan"
13,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.","[35, 18, 10749]","vietnam veteran, hippie, mentally disabled, running, based on novel, vietnam, vietnam war, friendship, love, family relationships, bully, mother son relationship, military, hugging, shrimping, wounded soldier, flashback, park bench, amputee",1994-07-06,8.2,8147.0,/saHP97rTPS5eLmrLQEcANmKrsFl.jpg,Robert Zemeckis,142,"Tom Hanks, Robin Wright, Gary Sinise, Mykelti Williamson, Sally Field"
712,Four Weddings and a Funeral,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,"[35, 18, 10749]","upper class, love at first sight, wedding vows, marriage proposal, yuppie, love of one's life, lone wolf, snob, witness, bride, bridegroom, bridesmaid, funeral, clumsy fellow, friendship, wedding, gay couple",1994-03-09,6.6,654.0,/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg,Mike Newell,117,"Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah"
16295,Higher Learning,"Malik (Omar Epps) is an African-American student attending on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge (Ice Cube), a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.","[10749, 18, 80]","racism, violence, date rape, athletic scholarship, black militant, resentment, school shooting",1995-01-11,6.4,49.0,/tuud1Blsdwo1KQRdz5UVwjlLAWQ.jpg,John Singleton,127,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly, Ice Cube"
10879,I Love Trouble,"Rival Chicago reporters Sabrina Peterson (Roberts) and Peter Brackett (Nolte) reluctantly join forces to uncover a train wreck conspiracy and bite off more than they can chew while pursuing the story and bickering along the way - and falling in love, despite the fact that he's many years older than she.Sabrina is an ambitious, gifted reporter willing to do whatever it takes to learn the truth about the train accident, which leads her into conflict, then reluctant partnership, with fading star newsman Peter who works for a rival paper. He is her polar opposite: he chases women, smokes cigars, and has just published his first novel. During their pursuit of the story, Peter and Sabrina clash over virtually everything - he also subjects Sabrina to indecent exposure in front of a group of boy scouts after he catches her skinny dipping.","[28, 35, 10749]","newspaper, adversary, reporter, experience",1994-06-29,5.3,41.0,/2uyytK3XFRPFXoTchFDtsWiSujn.jpg,Charles Shyer,123,"Nick Nolte, Saul Rubinek, James Rebhorn, Julia Roberts, Robert Loggia"
10660,It Could Happen to You,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.","[35, 18, 10749]","waitress, cop, lottery ticket, winning lottery",1994-07-29,6.1,154.0,/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg,Andrew Bergman,101,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce, Isaac Hayes"
10714,The Jungle Book,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.","[12, 18, 10751]","indian lead, tiger, feral child, british, panther, bear, jungle, falling in love",1994-12-23,5.9,107.0,/rYoE6cuup9Ofam6AuYaiJLxF9OO.jpg,Stephen Sommers,111,"Jason Scott Lee, Cary Elwes, Lena Headey, Sam Neill, John Cleese"
41647,"The Wonderful, Horrible Life of Leni Riefenstahl","This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.","[99, 10769]","nazis, propaganda, artists' life, nazi germany, filmmaker",1993-09-11,7.3,5.0,/pZnBH4ZJnHcVFgeuK81w2tcHvRD.jpg,Ray Müller,180,"Leni Riefenstahl, Marlene Dietrich, Walter Frentz, Horst Kettner, Ray Müller"
8587,The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,"[10751, 16, 18]","loss of parents, wild boar, uncle, shaman, redemption, king, scar, hyena, meerkat",1994-06-23,8.0,5520.0,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,Roger Allers,89,"Jonathan Taylor Thomas, Matthew Broderick, James Earl Jones, Jeremy Irons, Moira Kelly"
1689,Little Buddha,Little Buddha is a movie about the life of Siddhartha starring Keanu Reeves and Bridget Fonda and directed by Bernardo Bertolucci.,"[18, 36]","buddhist, tibet, reincarnation, buddha, siddhartha, independent film",1993-12-01,6.0,76.0,/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg,Bernardo Bertolucci,140,"Keanu Reeves, Bridget Fonda, Chris Isaak, Ruocheng Ying, Alex Wiesendanger"
11596,New Nightmare,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?","[27, 53, 9648, 14]","fire, kidnapping, nightmare, earthquake, insomnia, supernatural, celebrity, mascot, alternate dimension, fame, hospital, hollywood, storytelling, alternate reality, self-referential, reboot, film industry, disfigurement, sleepwalking, meta film, dreams, cameos",1994-10-13,6.4,297.0,/q5BWxfL1x34nyYSvA3Qo5odleGW.jpg,Wes Craven,112,"Heather Langenkamp, Robert Englund, Miko Hughes, Wes Craven, David Newsom"
854,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.","[10749, 35, 80, 14]","dual identity, bank, mockery, green, balloon, jail cell, norse mythology",1994-07-29,6.6,2550.0,/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,Chuck Russell,101,"Jim Carrey, Cameron Diaz, Nancy Fish, Tim Bagley, Johnny Williams"
9359,Maverick,"Maverick is a gambler who would rather con someone than fight them. He needs an additional three thousand dollars in order to enter a Winner Take All poker game that begins in a few days. He tries to win some, tries to collect a few debts, and recover a little loot for the reward. He joins forces with a woman gambler with a marvelous southern accent as the two both try and enter the game.","[28, 12, 35, 18, 37]","poker, mississippi, saloon, ship, native american, on the run, based on tv series, steamboat, attempted robbery, cowboy and outlaw",1994-05-20,6.6,490.0,/mTVbGGi5PIexmxVzeyFd2RYKwfM.jpg,Richard Donner,127,"Mel Gibson, Jodie Foster, James Garner, Graham Greene, Alfred Molina"
23333,Mrs. Parker and the Vicious Circle,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",[18],"new york, alcohol, prohibition, biography, romance, independent film, theater, flashback, 1920s",1994-09-07,6.3,20.0,/avTHiIim0Jm0rs4ehFLck8u3NFW.jpg,Alan Rudolph,125,"Jennifer Jason Leigh, Campbell Scott, Matthew Broderick, Gwyneth Paltrow, Jennifer Beals"
36593,The Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.","[35, 80]","undercover, spoof, state prison",1994-03-18,6.4,535.0,/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,Peter Segal,83,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Fred Ward"
12280,The Paper,"Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks.","[35, 18]","new york, research, success, tageszeitung, murder",1994-03-18,6.1,40.0,/pGPrFbucRLwVtCKCeinwAklAl0l.jpg,Ron Howard,112,"Michael Keaton, Robert Duvall, Glenn Close, Marisa Tomei, Randy Quaid"
2788,Reality Bites,"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be.",[18],"roommate, yuppie, generations confilct, camcorder, cohabitant, cabriolet, fictional tv show, unemployed",1994-02-18,6.5,180.0,/qGDhodtpkpxkrFqokenGNJlzt6w.jpg,Ben Stiller,99,"Winona Ryder, Ben Stiller, Janeane Garofalo, Steve Zahn, Ethan Hawke"
10427,Red Rock West,"When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.","[80, 18, 53]","sheriff, wyoming, hitman, bag of money, neo-noir",1993-07-08,6.4,71.0,/ewofUEqU3Gpr7WSgSz3TEVPIfBg.jpg,John Dahl,98,"Nicolas Cage, Dennis Hopper, Lara Flynn Boyle, J.T. Walsh, Timothy Carhart"
11011,Ri¢hie Ri¢h,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.","[35, 10751]","family, life raft, private airplane, toothbrush, gluttony, magnifying glass, rubber boat",1994-12-19,5.4,426.0,/qgGh5d0IHAZRlHIdFS3XWVygumR.jpg,Donald Petrie,95,"Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole, Michael Maccarone"
49803,Safe Passage,A mother with seven sons feels like she's losing control of her life and her family. But personal...,[18],"mother, pain, marriage, independent film, worrying",1994-12-01,4.9,7.0,/b0pcExU3UvqUoaRiYwrVEAYC2iL.jpg,Robert Allan Ackerman,98,"Susan Sarandon, Nick Stahl, Sam Shepard, Marcia Gay Harden, Robert Sean Leonard"
8987,The River Wild,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.","[28, 12, 80, 53]","river, robber, boston, bank robber, marriage crisis, hostage-taking, rafting, criminal, white water rafting",1994-09-30,6.1,214.0,/wVgQ2T63ThjIsY4R0qoHXjyllql.jpg,Curtis Hanson,111,"Meryl Streep, David Strathairn, Kevin Bacon, Benjamin Bratt, John C. Reilly"
1637,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.","[28, 12, 80]","bomb, airport, bus, bus ride, highway, bomb planting",1994-06-09,6.8,1814.0,/82PkCE4R95KhHICUDF7G4Ly2z3l.jpg,Jan de Bont,116,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton, Jeff Daniels"
15128,Speechless,A romantic comedy. Michael Keaton and Geena Davis are speechwriters for competing political campaigns. Witty and amusing for the political junkies amongst us.,"[35, 10749]","politics, love, speech writer",1994-12-16,5.5,24.0,/bremBHwg2cAvFIGIRwlRtPMkgfL.jpg,Ron Underwood,99,"Michael Keaton, Geena Davis, Christopher Reeve, Bonnie Bedelia, Ernie Hudson"
8831,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.","[53, 878, 28, 80]","martial arts, time travel, science fiction, alternative reality",1994-09-15,5.5,288.0,/bgxP6ws8ErBiarnb4S93vv0lkf4.jpg,Peter Hyams,99,"Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill, Gloria Reuben"
36955,True Lies,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.","[28, 53]","spy, terrorist, florida, gun, kidnapping, horseback riding, florida keys, secret agent, terrorist plot, top secret, woman with glasses, truth serum, mushroom cloud, jackhammer, special agent, key west",1994-07-14,6.8,1138.0,/pweFTnzzTfGK68woSVkiTgjLzWm.jpg,James Cameron,141,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton, Tia Carrere"
10449,When a Man Loves a Woman,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.","[18, 10749]","wife husband relationship, new love, family, alcoholic, therapy",1994-04-29,6.0,71.0,/cA1uMNX3sdWAWfMZbsgm1VIJYSY.jpg,Luis Mandoki,126,"Andy García, Meg Ryan, Ellen Burstyn, Tina Majorino, Philip Seymour Hoffman"
10395,Wolf,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,[14],"adultery, heal, bite, werewolf",1994-06-17,6.0,221.0,/5TprU55U2zjAMCwr2jQra3zj1zu.jpg,Mike Nichols,125,"Jack Nicholson, Christopher Plummer, James Spader, Michelle Pfeiffer, Kate Nelligan"
12160,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.","[18, 28, 37]","gunslinger, gambling, sheriff, deputy sheriff, wretch, wyatt earp, historical figure, doc holliday",1994-06-24,6.5,203.0,/51LItgyecu2KMAtIchYogEykCIu.jpg,Lawrence Kasdan,191,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby"
40480,Bad Company,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???","[28, 80, 10749, 53]","cia, judge, blackmail",1995-01-20,4.9,12.0,/5q5r3cpaTDByz4qko9ZWHlK3gMF.jpg,Damian Harris,108,"Laurence Fishburne, Ellen Barkin, Frank Langella, Michael Beach, David Ogden Stiers"
29444,S.F.W.,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,"[35, 18]","loss of brother, hostage, tv show, media, celebrity, escape, teenage girl, hospital, teenager, masked man, tragic event, popularity, homecoming, tv news",1994-09-15,6.1,22.0,/3bq91jWCReRrqlPn81alSoxeXoP.jpg,Jefery Levy,96,"Stephen Dorff, Reese Witherspoon, Jake Busey, Joey Lauren Adams, Pamela Gidley"
26352,A Low Down Dirty Shame,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.","[28, 35, 80]","fbi, drug crime, violence, drug, private detective, blast",1994-11-23,6.0,31.0,/v5XUfLrdoGfatObGXhqckYTNqFT.jpg,Keenen Ivory Wayans,100,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith, Salli Richardson-Whitfield, Andrew Divoff"
315,"Faster, Pussycat! Kill! Kill!","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.","[28, 80]","killing, sports car, go-go dancer, eroticism, kidnapping, independent film, b movie, exploitation film",1965-08-06,6.5,59.0,/2hIHFk52SZ9XsZB4U85RUq36BT4.jpg,Russ Meyer,83,"Tura Satana, Haji, Lori Williams, Sue Bernard, Stuart Lancaster"
22067,Jason's Lyric,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,"[80, 18, 10749]","family relationships, fear, relationship, gospel singer",1994-09-28,5.9,9.0,/2dXA5dNh3kqDQwRt08TxxgldTOW.jpg,Doug McHenry,119,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine, Eddie Griffin, Suzzanne Douglas"
18242,The Secret Adventures of Tom Thumb,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,"[16, 878]",stop motion,1993-12-10,7.1,8.0,/98yogK8pBvjqpQ7mtohuaBMLUJv.jpg,Dave Borthwick,61,"Nick Upton, Deborah Collard, Frank Passingham"
11667,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,"[28, 12, 53]","dictator, martial arts, hostage, liberation of hostage, hostage-taking, street fighter, united nations, based on video game",1994-12-22,4.1,330.0,/6yh95dD2Y6uWAlPfWCZZygBM1ec.jpg,Steven E. de Souza,102,"Jean-Claude Van Damme, Raúl Juliá, Ming-Na Wen, Дэмиан Чапа, Kylie Minogue"
32502,Coldblooded,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.","[28, 35]","hitman, wound, yoga, blood splatter, murder, basement, blood",1995-09-15,6.7,13.0,/zfU3QJVqnY3wW1La9ptrOYGFdbP.jpg,Wallace Wolodarsky,92,"Michael J. Fox, Jason Priestley, Kimberly Williams-Paisley, Janeane Garofalo, Robert Loggia"
28732,Fall Time,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.","[28, 12, 80, 18, 53]","prank, independent film, bank robbery",1995-05-13,6.3,6.0,/rYFexSIWUXNhuIdTIVcvZSEGe5G.jpg,Paul Warner,88,"Steve Alden, David Arquette, Stephen Baldwin, Mickey Rourke, Sheryl Lee"
75555,The Fear,A weekend of 'fear therapy' turns into a nightmare of terror when a mannequin comes to life. Only those with the courage to confront their demons will survive.,"[27, 53]","mannequin, supernatural, b movie, cult film, wood",1995-01-20,3.4,7.0,/qpb2TpcRWKxCDokeVHUAyfEL11P.jpg,Vincent Robert,98,"Eddie Bowz, Heather Medway, Ann Turkel, Vince Edwards, Darin Heames"
8011,Highlander: The Final Dimension,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.","[28, 14, 878]","japan, new york, scotland, morocco, good and bad",1994-11-29,4.5,110.0,/9OwpKEb4kR3s3tgfJUMX7yficcm.jpg,Andrew Morahan,99,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger, Mako, Martin Neufeld"
2654,In the Mouth of Madness,"With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End.","[27, 9648, 53]","small town, paranoia, new hampshire, insanity, suspense, h.p. lovecraft, diner, author, disappearance, church, violence, gothic, crucifix, new england, insurance investigator, ghost town, publisher, horror novel",1994-12-12,7.1,307.0,/msh4tEUzbnEqlHcFOUH4O0Zti8r.jpg,John Carpenter,95,"Sam Neill, Julie Carmen, Jürgen Prochnow, David Warner, Peter Jason"
18069,8 Seconds,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.","[18, 10749]","rodeo, independent film, cowboy, bull riding",1994-02-25,7.2,22.0,/wqKVkOveZrK6zwfrptGLVPmnMpR.jpg,John G. Avildsen,105,"Luke Perry, Stephen Baldwin, Cynthia Geary, James Rebhorn, Carrie Snodgress"
19092,Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.","[80, 18]",sport,1994-03-23,6.7,40.0,/56NFHuZXdgZbVxvCyYw92E5uLQa.jpg,Jeff Pollack,96,"Duane Martin, Tupac Amaru Shakur, Bernie Mac, Marlon Wayans, Leon Robinson"
2758,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.","[35, 10751, 14]","jealousy, baby, brother sister relationship, butler, yuppie, nanny, summer camp, guillotine, uncle",1993-11-19,6.5,537.0,/sdxT2VjVSx9DRicwnuECUdBHeE7.jpg,Barry Sonnenfeld,94,"Raúl Juliá, Anjelica Huston, Christopher Lloyd, Christina Ricci, Joan Cusack"
10436,The Age of Innocence,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.","[18, 10749]","upper class, new york, lover, countess, lawyer, 19th century",1993-09-17,7.0,172.0,/5Tuyt26v7qNR8Cl3m7ZRx36rduf.jpg,Martin Scorsese,139,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Alexis Smith, Geraldine Chaplin"
13595,Airheads,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an AM rock station and hold the deejays hostage until they agree to broadcast the band's tape.,"[35, 80, 10402]","radio station, heavy metal, rock band",1994-08-05,5.8,222.0,/4xPG8pPMyeoec48gKWbbC85EC8j.jpg,Michael Lehmann,92,"Brendan Fraser, Steve Buscemi, Adam Sandler, Chris Farley, Judd Nelson"
46094,The Air Up There,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.","[35, 10751]",sport,1994-01-07,5.1,42.0,/lY1yhtg0DRaMTzclYCXo0sP1kAV.jpg,Paul Michael Glaser,107,"Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez, Mabutho 'Kid' Sithole, Sean McCann"
9409,Another Stakeout,"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill.","[28, 35]","staatsanwältin, cops, gangster, stakeout, police stakeout",1993-07-22,4.9,58.0,/hBItFUmCrRS1mel0TM69ymBD79k.jpg,John Badham,105,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell, Dennis Farina, Miguel Ferrer"
11853,Bad Girls,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.","[28, 12, 35, 18, 37]","female nudity, revenge, wild west, blonde woman, fast draw, tough  girl, gun fu, pistol duel, small western town",1994-04-22,4.6,61.0,/cXY79luLXt2dzUP2Tx601zpZFzK.jpg,Jonathan Kaplan,99,"Madeleine Stowe, Mary Stuart Masterson, Andie MacDowell, Drew Barrymore, James Russo"
16771,Barcelona,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.","[35, 18, 10749]","barcelona spain, navy, independent film",1994-07-29,6.6,20.0,/7dgX3naR9EsFMvQhwHY8My6r5FR.jpg,Whit Stillman,100,"Taylor Nichols, Chris Eigeman, Mira Sorvino, Tushka Bergen, Pep Munné"
46924,Being Human,One man must learn the meaning of courage across four lifetimes centuries apart.,"[18, 35, 14]","success, medieval times, struggle",1994-05-06,5.0,15.0,/1OJilNyyJPH3es0HZzebJjuPJua.jpg,Bill Forsyth,122,"Robin Williams, Maudie Johnson, Max Johnson, Robert Carlyle, Irvine Allen"
11041,The Beverly Hillbillies,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",[35],"arkansas, oil, based on tv series, billionaire, hillbilly, beverly hills, woman director",1993-10-15,5.0,86.0,/refYLEQvzkY63i2IHronCPQODex.jpg,Penelope Spheeris,93,"Jim Varney, Diedrich Bader, Эрика Элениак, Cloris Leachman, Lily Tomlin"
306,Beverly Hills Cop III,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","[28, 35, 80]","detective, undercover, security camera, carousel , investigation, weapon, sequel, rescue, counterfeit, shootout, dirty cop, gunfight, los angeles, explosion, violence, foot chase, framed, car chase, secret service, amusement park, roller coaster, beverly hills, buddy comedy",1994-05-24,5.5,445.0,/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg,John Landis,104,"Eddie Murphy, Judge Reinhold, Héctor Elizondo, Gilbert R. Hill, Timothy Carhart"
